Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced
6,51,No,9,1
5,69,Yes,7,7
4,67,Yes,6,5
8,66,No,4,7
1,81,Yes,6,8
9,58,No,7,8
1,44,Yes,8,5
8,97,Yes,5,7
4,44,Yes,9,1
9,80,No,9,7
5,66,No,7,2
3,67,Yes,9,0
9,65,Yes,7,6
9,66,No,6,0
4,91,No,8,0
4,88,Yes,5,0
8,81,Yes,9,3
2,60,No,8,3
9,40,Yes,8,9
6,93,No,8,5
9,67,No,4,9
8,87,Yes,8,2
7,97,Yes,7,9
1,97,Yes,4,5
3,54,No,4,6
2,94,No,8,0
5,56,No,9,5
5,65,Yes,9,9
5,59,Yes,9,0
4,64,No,9,6
5,52,No,7,9
3,72,Yes,9,4
1,64,No,5,9
5,47,Yes,8,3
9,44,Yes,4,0
9,45,No,5,8
4,62,No,9,6
3,91,No,5,1
1,69,No,4,3
2,53,No,9,3
8,93,Yes,5,7
1,62,No,7,1
8,50,Yes,7,4
7,70,No,8,9
8,45,No,8,7
6,50,No,5,5
9,52,No,4,3
3,51,No,7,4
4,93,No,6,1
6,41,Yes,8,4
8,92,No,7,2
5,74,No,9,2
3,94,No,5,6
6,75,No,7,2
4,56,Yes,7,3
9,67,Yes,5,6
3,67,Yes,8,2
4,61,Yes,8,9
7,77,Yes,6,9
7,46,Yes,6,1
4,54,No,8,9
6,71,No,8,6
3,50,Yes,8,4
6,63,No,8,0
2,42,No,7,9
8,69,No,6,7
2,45,No,5,2
7,97,No,4,6
9,41,Yes,5,5
1,53,Yes,9,9
8,80,Yes,4,5
7,57,Yes,7,7
6,90,Yes,9,3
6,83,Yes,6,3
6,70,No,4,2
9,52,Yes,8,0
2,65,No,9,9
1,83,No,7,2
6,51,Yes,4,0
8,57,Yes,8,5
3,48,Yes,9,7
1,88,No,7,2
9,60,Yes,9,3
1,87,Yes,4,4
3,88,Yes,8,6
8,92,No,6,5
3,95,Yes,7,1
4,79,Yes,4,6
8,82,No,8,7
1,63,No,6,0
6,73,No,9,5
1,47,Yes,8,8
1,83,Yes,6,6
8,92,No,4,4
4,72,Yes,8,9
1,62,No,8,9
7,52,No,5,8
5,93,No,7,1
5,92,No,8,6
1,88,No,6,8
6,53,Yes,7,1
9,53,Yes,4,9
9,55,Yes,7,5
8,88,Yes,5,8
5,77,No,4,2
1,97,Yes,8,7
9,99,No,9,4
1,78,No,4,6
8,65,Yes,4,2
5,65,Yes,5,7
3,40,No,6,1
7,71,Yes,4,7
7,96,Yes,6,1
9,54,Yes,7,6
7,91,Yes,9,1
3,60,No,5,6
1,57,No,8,0
8,69,Yes,4,5
3,99,No,9,9
8,97,No,9,6
8,52,Yes,6,3
5,63,Yes,4,0
1,69,No,9,5
7,41,No,5,3
5,58,No,8,2
8,86,Yes,7,3
9,83,No,7,5
7,86,No,6,4
7,64,Yes,9,1
1,89,No,7,1
4,53,Yes,6,2
2,45,Yes,8,5
2,51,No,4,0
2,59,Yes,5,6
4,62,Yes,8,7
1,69,No,8,6
4,69,Yes,7,2
2,77,No,7,5
5,97,Yes,5,3
3,69,Yes,4,4
8,80,No,8,2
4,69,No,9,4
1,96,No,7,5
1,97,Yes,8,7
3,75,No,4,5
9,88,Yes,6,8
7,73,No,4,9
2,55,Yes,8,9
9,63,No,8,9
2,53,Yes,5,9
3,65,No,8,3
2,47,Yes,7,1
3,53,Yes,9,8
6,70,Yes,5,2
9,41,Yes,8,6
9,87,No,4,3
7,43,Yes,8,0
3,40,No,4,7
4,94,Yes,4,3
6,59,No,8,5
5,98,Yes,4,6
2,53,Yes,9,7
6,79,No,6,9
3,64,No,5,1
8,99,Yes,8,8
2,64,No,6,9
1,42,No,4,2
9,44,No,4,0
3,77,Yes,5,1
1,93,No,6,7
7,65,Yes,6,9
5,79,No,8,5
5,77,No,4,0
1,77,Yes,7,8
9,43,No,8,6
7,46,No,8,9
8,69,No,8,2
9,69,No,5,6
6,95,No,5,5
5,58,No,8,2
6,78,No,9,7
2,74,Yes,7,0
4,79,Yes,6,4
3,72,Yes,6,7
7,72,Yes,4,2
9,53,Yes,6,9
5,77,No,6,5
6,49,Yes,7,9
2,96,Yes,6,1
3,67,No,7,8
3,53,Yes,5,1
9,75,No,7,4
7,77,No,5,2
8,55,Yes,7,9
9,99,Yes,8,8
6,60,No,9,8
4,67,No,5,6
1,72,Yes,5,9
8,45,No,6,4
7,80,Yes,5,8
2,54,Yes,7,6
8,83,Yes,8,1
5,42,Yes,8,9
7,82,No,6,0
4,86,No,7,9
5,74,Yes,7,9
8,53,Yes,4,3
1,41,No,5,9
1,68,No,6,7
4,43,No,8,5
3,65,No,9,1
2,90,No,4,4
3,51,Yes,7,8
1,41,Yes,5,5
1,56,Yes,8,5
6,74,Yes,4,6
5,49,No,7,4
8,87,No,8,2
2,61,Yes,8,2
4,80,Yes,7,4
8,82,No,7,3
6,60,Yes,6,4
1,54,Yes,8,8
4,74,No,7,4
1,87,No,9,3
2,60,No,9,3
5,60,Yes,4,0
8,60,No,5,9
8,99,No,9,3
3,83,Yes,6,3
4,71,No,7,8
6,94,Yes,5,3
3,44,Yes,6,6
2,78,Yes,8,0
6,48,Yes,5,6
5,92,No,9,1
5,57,Yes,6,7
5,60,No,7,0
5,47,No,7,9
3,83,No,6,2
7,91,No,8,7
6,73,No,9,9
4,49,Yes,6,7
2,90,No,4,4
9,80,Yes,6,4
1,96,Yes,6,7
4,63,Yes,9,9
1,79,No,7,4
6,63,No,8,8
4,95,No,6,0
5,71,No,5,4
5,95,Yes,7,2
9,72,No,7,2
1,77,No,6,1
2,83,Yes,9,2
6,96,Yes,5,6
5,95,Yes,6,7
7,90,Yes,5,7
3,98,Yes,7,7
3,88,Yes,5,0
2,73,Yes,6,6
3,50,No,4,1
1,70,No,4,9
5,57,Yes,5,3
5,62,Yes,9,4
7,99,No,6,0
4,61,Yes,8,3
3,82,Yes,4,3
1,57,Yes,7,8
8,79,Yes,6,8
3,86,Yes,6,9
2,80,No,4,0
4,86,Yes,8,7
3,78,Yes,7,3
1,59,Yes,8,3
3,52,No,7,4
2,84,No,4,1
8,40,Yes,6,0
6,91,Yes,7,4
9,43,Yes,6,6
8,63,Yes,5,9
3,75,No,5,8
5,75,No,4,1
7,84,Yes,4,7
5,41,Yes,9,6
8,67,No,4,1
5,65,No,5,4
1,62,Yes,7,6
5,54,Yes,8,2
4,75,Yes,4,1
6,66,No,8,5
3,45,No,8,9
5,74,No,5,5
2,78,No,9,3
6,77,Yes,7,0
6,74,No,5,4
5,75,No,4,0
6,49,No,5,7
7,69,Yes,5,1
5,92,No,5,8
1,80,No,4,8
8,77,No,4,2
4,68,Yes,5,5
9,91,No,5,8
6,98,Yes,8,6
1,82,Yes,7,3
3,78,No,8,2
3,89,Yes,9,1
4,43,No,7,9
6,44,Yes,9,9
7,43,Yes,7,0
4,75,No,5,9
6,98,No,8,0
1,84,Yes,7,3
8,55,Yes,9,3
7,64,Yes,7,8
9,53,Yes,4,9
3,50,No,7,0
2,68,Yes,5,3
1,73,Yes,6,2
3,61,No,4,8
5,53,Yes,6,4
2,95,No,5,8
3,63,No,6,9
4,98,No,7,5
7,78,Yes,6,8
3,65,No,8,0
9,82,No,5,3
8,75,No,8,3
4,78,Yes,6,9
1,55,Yes,8,9
1,97,Yes,4,5
1,77,Yes,6,9
1,98,No,9,0
8,71,No,8,9
3,45,No,7,4
6,73,Yes,6,2
3,95,No,9,0
5,47,Yes,4,5
7,69,Yes,7,2
2,66,Yes,6,3
6,46,No,7,8
6,66,No,6,1
3,64,Yes,6,0
6,95,No,5,9
5,85,Yes,8,5
2,80,No,6,0
9,54,Yes,4,0
8,64,Yes,9,6
3,61,Yes,8,1
8,57,No,5,3
9,51,No,8,3
3,62,No,8,1
3,90,No,6,5
2,84,No,4,9
8,78,Yes,6,1
1,64,No,4,7
8,49,Yes,4,3
7,69,No,7,0
7,49,No,6,6
3,73,No,5,5
1,85,Yes,9,5
4,52,No,8,2
9,93,Yes,7,9
5,68,No,5,6
1,77,Yes,9,5
5,80,Yes,9,9
8,84,Yes,6,9
8,48,Yes,4,8
5,52,No,6,2
9,76,No,9,2
1,53,Yes,6,3
4,76,No,7,2
3,48,Yes,5,3
2,47,No,9,5
8,78,No,7,0
7,79,No,5,1
9,93,Yes,7,9
2,42,No,8,5
4,94,Yes,4,5
6,95,No,4,0
3,86,Yes,4,5
8,79,No,8,8
3,72,Yes,9,7
2,71,Yes,9,9
3,46,Yes,8,4
6,58,No,4,3
2,73,Yes,4,5
8,53,No,5,4
1,89,Yes,5,5
7,86,Yes,6,9
2,85,Yes,7,2
6,95,No,5,6
2,96,No,5,7
2,58,No,5,4
8,90,No,5,4
2,93,No,8,3
7,98,No,6,9
3,65,No,5,4
8,56,Yes,9,9
7,93,Yes,7,7
8,67,No,5,4
7,58,No,8,8
6,66,No,9,0
7,87,No,4,6
5,91,No,4,4
7,96,Yes,6,3
1,58,No,4,2
1,72,No,5,9
9,90,No,8,6
5,46,Yes,6,1
5,68,Yes,9,4
3,94,Yes,5,1
5,82,Yes,4,6
3,44,No,7,5
9,69,Yes,5,9
9,88,Yes,7,6
6,82,Yes,9,8
1,95,Yes,7,1
7,97,Yes,9,8
7,47,No,6,6
4,81,Yes,8,1
8,51,Yes,4,9
6,81,Yes,4,1
4,52,No,5,3
4,65,No,4,1
2,57,No,6,0
2,81,No,4,5
4,90,No,5,9
5,91,No,4,4
8,88,No,8,2
6,59,No,9,0
4,55,Yes,7,8
7,76,Yes,7,7
8,42,No,9,5
2,66,Yes,7,5
7,54,No,8,3
2,97,Yes,6,1
2,73,Yes,5,3
8,84,No,8,1
2,61,Yes,5,6
9,79,No,6,8
1,62,No,8,1
9,98,Yes,4,8
1,88,No,6,8
2,43,Yes,7,7
6,90,Yes,8,0
6,93,No,6,4
1,96,No,6,9
7,80,No,8,3
8,62,No,7,6
2,86,No,9,7
8,99,Yes,7,9
9,48,No,6,7
6,63,Yes,5,1
5,60,No,9,2
9,80,Yes,9,9
9,85,Yes,6,9
1,94,Yes,8,6
3,92,Yes,8,3
9,55,Yes,8,5
2,95,No,7,7
4,94,Yes,4,7
4,64,No,8,6
2,65,Yes,8,1
3,88,No,9,1
3,84,Yes,5,2
1,48,Yes,5,3
6,54,No,6,0
8,78,No,6,4
3,72,Yes,6,6
5,40,Yes,8,9
1,44,No,5,4
7,95,Yes,6,6
1,48,Yes,5,4
9,83,No,8,9
8,45,Yes,9,7
7,67,Yes,8,6
7,84,No,6,0
5,65,Yes,8,0
5,67,No,8,4
5,79,No,5,1
1,54,Yes,4,8
8,45,Yes,7,1
1,66,No,6,8
4,77,No,4,9
9,43,Yes,9,1
9,50,No,6,3
5,60,Yes,4,2
4,69,No,8,5
3,57,No,6,3
3,74,No,4,8
5,42,Yes,7,8
1,51,No,8,9
5,66,No,6,8
6,92,No,9,2
7,69,No,9,2
9,60,Yes,6,3
3,77,No,4,8
2,60,Yes,6,5
3,99,No,8,8
9,77,No,5,7
7,79,Yes,9,6
9,54,Yes,4,4
2,57,No,7,8
5,91,No,6,3
4,68,No,8,3
2,87,Yes,6,7
9,77,No,7,3
9,99,Yes,8,6
6,60,No,7,3
6,56,Yes,8,0
8,80,Yes,5,9
6,90,Yes,9,8
1,57,No,8,3
4,96,No,7,2
7,94,Yes,4,2
2,76,Yes,9,8
9,99,Yes,5,7
8,77,No,6,9
8,51,No,5,6
7,50,No,5,6
4,87,Yes,6,3
2,91,No,8,2
3,88,No,5,3
6,59,No,9,5
5,48,Yes,5,3
8,40,No,4,3
6,97,No,9,1
6,42,No,4,6
1,60,No,9,5
4,62,No,7,1
5,48,Yes,6,4
3,93,Yes,9,5
9,58,Yes,9,4
1,84,Yes,8,3
6,94,No,8,8
6,85,No,7,2
5,91,Yes,8,1
5,58,Yes,8,8
5,62,Yes,4,7
6,66,No,8,8
8,66,No,8,9
2,78,No,7,2
6,75,Yes,7,0
1,51,Yes,5,0
4,94,Yes,8,2
3,66,No,8,3
9,85,No,9,1
3,73,Yes,8,7
6,72,Yes,4,2
1,67,No,9,3
6,70,No,8,5
4,71,Yes,4,9
8,89,Yes,5,5
9,59,No,9,1
4,79,Yes,6,5
6,74,Yes,8,3
1,70,No,9,4
4,97,Yes,7,6
7,70,No,9,6
1,77,Yes,7,5
8,61,No,8,9
6,84,Yes,4,5
5,80,Yes,7,5
9,48,Yes,9,3
2,91,No,9,2
5,48,Yes,7,0
6,54,Yes,5,2
7,52,No,5,2
5,61,Yes,5,8
9,55,No,7,2
1,71,No,7,7
7,41,No,9,7
7,65,Yes,8,2
4,53,No,8,9
9,98,Yes,4,9
5,77,No,7,5
4,73,Yes,8,7
7,47,No,8,7
4,75,No,5,9
3,60,Yes,5,9
9,95,No,5,8
8,85,Yes,6,8
1,82,No,8,7
7,95,Yes,5,6
9,67,No,5,9
8,85,No,7,2
8,83,Yes,9,6
6,87,No,5,3
4,45,Yes,7,1
8,59,Yes,4,7
3,70,No,5,1
9,72,No,9,0
2,83,No,7,4
2,46,Yes,9,9
7,47,Yes,5,8
4,48,No,4,4
8,41,Yes,5,1
9,56,No,7,9
7,91,No,4,3
5,84,No,4,7
8,76,Yes,4,6
4,81,Yes,6,4
2,83,No,7,3
6,56,Yes,6,4
9,92,No,9,6
1,77,No,4,4
7,74,Yes,6,7
9,99,No,5,6
9,86,No,6,6
3,78,No,8,8
5,69,No,9,7
8,45,No,4,7
8,43,Yes,4,5
4,90,Yes,9,6
1,76,No,9,7
1,74,Yes,7,4
4,97,No,5,9
6,96,No,9,1
8,48,No,9,6
6,45,No,7,9
9,52,Yes,9,2
9,98,Yes,6,9
2,61,No,8,7
1,67,Yes,8,5
2,69,No,8,3
5,91,Yes,9,1
4,75,No,8,6
4,41,No,5,0
9,97,No,6,6
8,75,Yes,8,9
6,47,Yes,4,9
1,84,No,9,6
2,81,Yes,6,9
6,89,Yes,5,2
2,48,Yes,8,3
5,40,Yes,5,3
5,52,Yes,9,3
6,89,Yes,8,8
6,54,Yes,4,5
6,71,Yes,6,9
2,73,Yes,4,8
3,82,Yes,8,3
6,70,Yes,7,6
8,53,Yes,6,9
1,93,Yes,5,8
1,86,No,8,9
2,53,No,4,2
6,87,Yes,9,2
9,94,Yes,7,5
4,68,Yes,9,7
3,86,No,8,0
8,58,No,5,3
9,66,Yes,4,7
5,48,Yes,6,5
9,76,Yes,7,1
2,76,Yes,8,7
3,82,Yes,8,0
7,67,No,8,0
7,91,Yes,8,6
6,96,No,4,9
6,63,Yes,6,2
2,67,Yes,5,7
6,75,No,7,8
4,91,No,8,7
3,57,Yes,9,0
2,64,No,8,0
1,74,Yes,6,5
5,43,No,6,0
2,53,No,4,7
2,78,Yes,4,5
7,65,Yes,9,4
8,47,No,9,5
8,63,Yes,4,3
4,55,No,7,0
1,59,No,9,6
7,54,Yes,4,9
1,46,No,8,8
4,97,Yes,4,3
8,56,Yes,7,3
2,61,No,4,8
6,61,Yes,4,3
6,93,No,8,9
9,51,No,9,3
5,57,Yes,8,7
4,95,Yes,8,3
5,85,No,4,8
5,86,Yes,8,7
8,54,No,6,4
8,76,No,5,8
2,55,No,5,7
7,44,No,8,9
8,41,No,9,3
6,91,Yes,7,3
5,67,No,8,0
9,96,No,9,3
3,80,No,8,7
4,93,No,4,4
9,66,No,9,5
6,70,No,7,3
8,80,Yes,8,4
7,75,Yes,6,9
2,86,No,9,7
3,82,No,5,8
1,40,No,9,2
9,89,Yes,6,9
7,68,No,6,3
1,40,No,6,0
3,47,No,7,4
4,96,No,7,3
4,55,No,9,5
5,97,No,7,5
3,67,Yes,5,9
3,61,No,4,5
1,57,No,9,2
7,61,No,8,6
1,80,No,8,2
2,51,No,9,5
4,58,No,4,9
4,64,No,8,0
5,89,No,9,7
2,98,No,9,6
4,44,Yes,6,8
1,98,Yes,5,2
2,73,Yes,8,7
1,78,No,5,1
4,98,Yes,9,8
4,49,Yes,4,0
7,86,Yes,9,9
9,96,Yes,8,6
9,46,No,5,9
5,99,Yes,6,0
1,76,Yes,6,5
1,86,No,9,0
6,91,Yes,4,3
2,99,No,7,6
8,91,Yes,8,1
9,54,Yes,9,2
4,81,Yes,6,3
5,63,No,6,5
8,65,Yes,4,8
3,65,Yes,6,3
5,85,No,8,5
3,65,Yes,4,6
3,97,Yes,5,3
3,49,Yes,4,5
7,56,Yes,8,2
7,92,Yes,8,4
7,53,No,5,9
8,41,No,9,3
5,87,No,4,6
5,52,Yes,8,5
4,66,Yes,8,6
7,48,Yes,5,5
4,46,Yes,7,1
2,87,Yes,4,6
4,49,No,8,7
8,95,No,6,6
9,93,No,5,3
3,48,Yes,7,3
7,61,No,7,4
9,62,No,5,8
4,46,No,7,4
3,87,No,8,1
5,48,Yes,7,4
1,66,Yes,4,2
3,63,No,6,9
8,68,No,8,7
8,56,No,5,9
4,59,No,6,9
2,46,No,9,1
8,82,No,8,3
8,79,No,6,4
4,46,No,7,3
3,67,No,9,4
2,58,Yes,5,9
9,59,No,5,3
1,83,Yes,4,2
7,78,Yes,7,0
5,79,No,4,3
8,46,No,4,8
4,45,Yes,7,0
7,64,Yes,8,6
5,80,No,9,2
5,98,Yes,4,7
9,52,No,6,5
9,78,No,9,0
9,79,Yes,8,9
6,61,No,7,4
6,88,Yes,5,7
5,56,No,8,2
9,87,No,4,3
8,61,Yes,6,6
7,73,Yes,9,5
7,47,No,7,6
6,88,No,5,8
5,84,Yes,9,8
4,57,No,6,1
3,63,Yes,5,2
3,99,Yes,7,3
6,93,Yes,9,5
4,99,No,8,4
6,81,Yes,4,5
3,41,No,7,7
4,41,Yes,6,1
9,66,No,8,5
5,53,No,9,8
7,87,Yes,5,4
2,78,Yes,8,0
5,92,Yes,8,7
9,92,No,6,3
3,95,No,4,7
9,51,No,8,3
6,71,Yes,8,7
4,67,Yes,4,8
7,94,Yes,4,4
8,67,Yes,5,4
6,85,Yes,9,1
5,64,No,5,8
6,43,Yes,4,3
5,65,No,7,2
8,75,Yes,4,1
1,89,Yes,5,2
7,42,Yes,6,3
2,40,Yes,6,8
9,56,Yes,9,5
1,46,No,8,9
6,87,Yes,6,4
9,44,No,5,8
1,58,No,6,7
4,78,No,7,5
4,85,No,4,2
9,73,Yes,4,6
5,74,Yes,5,9
5,88,Yes,8,5
6,55,Yes,4,7
1,79,Yes,6,5
1,89,No,7,9
9,86,Yes,8,3
3,78,Yes,8,9
4,66,No,8,6
1,80,Yes,4,6
9,77,Yes,9,7
8,89,No,8,1
2,89,Yes,5,5
8,64,No,6,2
7,65,No,9,7
6,95,Yes,7,3
1,53,No,6,3
7,53,Yes,5,1
7,53,Yes,5,5
9,64,Yes,9,5
1,75,No,6,0
2,43,No,4,7
9,86,No,5,2
9,54,No,8,0
6,71,No,7,9
6,57,No,7,0
4,53,No,5,0
4,97,No,8,4
5,40,No,6,4
3,81,No,7,0
1,59,No,8,4
1,49,Yes,8,6
7,49,No,4,4
1,98,Yes,5,8
1,63,Yes,8,3
3,73,Yes,6,8
4,67,Yes,7,7
4,66,No,4,0
2,79,Yes,6,3
1,40,Yes,7,6
3,72,Yes,5,0
4,43,No,6,7
3,46,Yes,7,1
8,48,Yes,4,7
1,55,No,7,3
2,44,No,8,7
7,73,No,4,0
4,99,No,6,4
8,62,No,9,8
3,82,No,5,6
6,89,No,4,2
9,64,No,4,3
1,96,No,4,9
1,90,Yes,7,6
8,52,No,8,5
3,63,Yes,9,3
5,50,Yes,5,2
1,91,No,5,1
5,90,No,8,9
6,56,No,7,8
8,76,No,7,2
3,52,Yes,8,6
3,66,Yes,8,0
9,59,No,6,7
4,72,Yes,7,0
4,81,No,4,1
7,71,Yes,5,0
2,47,Yes,7,3
8,95,No,8,1
6,68,No,4,0
3,79,Yes,6,0
9,58,No,9,1
5,45,Yes,6,5
8,83,No,4,1
7,99,No,4,1
8,78,No,8,7
7,87,No,9,4
3,80,No,8,7
2,60,No,5,7
7,96,No,9,1
3,61,Yes,9,6
3,81,No,5,8
2,49,Yes,6,7
4,49,No,4,8
8,91,Yes,6,7
1,68,No,8,3
1,55,No,7,9
5,40,Yes,8,6
5,56,No,7,8
1,69,No,4,8
6,65,No,4,3
1,92,No,9,6
5,85,No,4,5
9,58,Yes,5,2
5,92,No,5,9
6,60,Yes,7,5
8,56,Yes,6,7
1,85,Yes,9,1
2,79,Yes,6,2
9,60,Yes,7,7
3,92,Yes,5,3
6,80,Yes,8,3
5,79,Yes,9,1
2,84,No,7,9
7,88,Yes,6,0
4,58,No,7,6
1,99,Yes,7,3
4,46,Yes,4,5
6,56,No,5,7
7,40,Yes,9,6
7,76,No,4,6
7,96,Yes,5,5
3,45,No,7,3
6,65,No,5,3
8,41,Yes,6,8
4,98,Yes,9,4
8,71,Yes,4,8
2,96,Yes,9,8
9,87,No,7,3
9,93,No,6,1
8,44,No,5,1
1,76,No,5,8
2,70,No,6,8
6,51,No,5,2
5,74,No,4,4
9,69,Yes,8,4
5,87,Yes,5,1
2,45,Yes,7,1
4,54,Yes,5,9
9,54,Yes,9,0
1,55,Yes,7,1
1,59,Yes,5,6
7,52,Yes,5,0
3,83,No,7,0
2,81,Yes,4,8
9,85,Yes,8,1
3,70,Yes,8,3
2,73,No,4,2
8,68,Yes,5,3
6,42,No,8,6
6,48,No,4,9
7,50,Yes,4,1
7,50,No,8,1
6,64,Yes,7,8
4,61,Yes,6,5
9,81,Yes,7,6
6,97,No,5,4
4,85,Yes,7,4
3,48,Yes,9,3
4,59,Yes,6,7
3,98,No,6,6
2,60,No,4,9
5,49,No,9,1
2,61,No,5,1
6,68,Yes,4,5
3,48,Yes,7,0
6,44,No,7,6
9,79,Yes,8,7
1,50,No,4,9
6,40,Yes,9,7
9,92,Yes,4,2
4,81,No,4,6
2,40,No,4,0
4,97,Yes,6,2
1,93,No,8,5
3,78,Yes,5,8
9,99,Yes,5,4
5,85,Yes,5,4
6,44,Yes,6,8
3,88,No,8,8
5,61,Yes,9,5
8,65,Yes,8,4
6,92,Yes,6,9
4,45,No,9,1
2,71,Yes,4,7
9,87,No,7,7
1,50,No,4,6
1,49,No,5,7
4,86,No,4,2
7,78,No,6,2
1,94,No,5,1
9,73,No,7,0
4,70,Yes,9,2
3,51,Yes,9,2
1,90,No,5,6
4,83,No,4,9
9,55,No,8,8
6,77,Yes,8,0
6,42,No,9,7
1,41,Yes,8,0
2,91,Yes,5,2
6,44,No,8,3
2,50,Yes,6,7
3,97,No,9,0
4,64,No,7,1
5,74,No,8,4
9,74,Yes,6,5
4,61,No,6,4
9,76,Yes,5,2
3,61,No,9,9
8,94,No,5,6
1,50,No,7,0
9,71,No,7,1
9,74,No,4,8
2,70,Yes,7,3
4,84,No,9,7
8,92,No,9,8
7,47,No,5,6
1,59,Yes,6,0
5,81,No,4,4
7,73,No,7,5
4,43,No,6,7
1,57,No,5,9
9,90,Yes,8,7
5,43,No,4,8
2,59,Yes,9,8
8,97,Yes,6,3
2,48,Yes,5,5
3,55,Yes,5,2
1,65,No,4,0
2,77,No,4,5
7,64,Yes,7,0
2,43,Yes,7,8
6,80,Yes,9,5
3,98,No,9,0
4,84,Yes,4,2
8,80,Yes,4,0
3,77,Yes,6,1
6,92,Yes,7,5
1,58,Yes,5,6
7,53,No,7,0
8,60,Yes,7,9
8,54,No,4,4
3,42,No,4,5
1,76,No,7,3
9,92,No,8,5
6,89,No,8,4
9,85,Yes,9,6
7,55,No,7,3
1,53,No,8,0
1,48,Yes,9,1
6,86,No,9,5
5,46,Yes,7,9
9,53,Yes,9,1
2,45,Yes,4,4
8,60,Yes,4,3
5,54,Yes,4,6
2,91,No,5,3
6,47,Yes,4,6
8,73,Yes,4,7
4,79,No,7,6
2,40,No,8,1
5,71,No,8,0
2,97,No,4,4
2,88,Yes,4,6
6,90,No,4,0
9,44,Yes,9,7
4,69,No,7,2
6,61,No,7,6
7,59,No,7,2
6,55,No,8,3
8,46,No,5,7
4,46,Yes,8,1
1,89,Yes,7,5
7,89,Yes,6,9
3,41,No,5,8
6,86,Yes,4,9
2,53,No,9,8
9,70,No,8,4
1,89,Yes,9,2
6,80,Yes,5,5
6,53,No,6,8
5,44,No,5,5
5,50,Yes,8,3
1,79,No,7,4
5,44,Yes,4,6
2,68,Yes,7,9
7,50,No,7,2
3,44,No,8,8
4,88,No,7,0
3,93,No,7,7
3,71,Yes,8,4
4,75,No,8,9
5,54,Yes,6,8
1,58,Yes,7,1
4,61,No,5,0
8,73,Yes,4,9
7,95,No,9,6
9,56,No,4,9
5,51,Yes,8,8
4,64,Yes,9,4
8,95,Yes,8,3
9,56,No,6,3
7,49,No,7,7
7,67,Yes,8,0
5,96,No,8,0
4,57,No,4,7
1,90,Yes,7,1
7,57,No,6,9
1,84,Yes,8,5
1,71,Yes,8,1
5,53,Yes,8,4
9,95,No,4,2
6,55,Yes,8,6
3,89,Yes,8,8
3,97,Yes,4,1
7,57,Yes,8,6
6,55,No,7,7
9,56,Yes,7,9
6,46,No,4,7
5,51,Yes,7,6
7,73,No,9,3
1,49,No,9,3
7,44,No,9,9
3,60,No,6,8
9,42,Yes,8,9
6,58,Yes,6,8
9,84,No,7,4
5,83,No,4,6
7,74,No,9,6
4,45,Yes,4,8
7,53,No,6,6
1,43,No,7,7
7,84,Yes,8,6
8,90,Yes,7,3
5,57,Yes,9,1
2,68,Yes,7,2
5,74,Yes,4,6
6,91,Yes,5,8
2,77,No,9,1
6,55,No,8,6
6,59,Yes,9,3
1,63,No,9,6
1,74,Yes,8,4
3,83,No,9,6
3,90,Yes,4,5
4,58,Yes,7,1
2,95,No,4,6
9,43,No,7,4
7,72,Yes,5,8
7,41,Yes,9,0
6,52,Yes,5,0
3,97,Yes,6,1
6,84,Yes,7,7
8,69,Yes,4,8
8,73,No,4,6
9,69,No,9,0
1,90,No,4,6
1,93,No,6,7
3,63,No,8,6
3,87,Yes,4,4
8,83,Yes,9,6
1,72,No,5,9
2,80,Yes,4,1
2,88,No,4,8
3,49,No,4,1
6,57,Yes,9,1
1,58,Yes,8,4
2,46,No,4,7
1,96,No,8,5
5,58,No,8,8
7,63,No,6,5
8,54,Yes,5,4
1,80,No,4,0
7,81,Yes,4,7
5,62,No,4,2
1,91,No,8,1
3,91,Yes,7,6
7,43,Yes,5,1
1,77,Yes,9,0
7,43,Yes,4,1
5,44,Yes,7,5
1,80,No,7,1
1,83,No,7,0
1,62,No,5,0
9,79,Yes,7,3
3,92,Yes,9,7
5,76,Yes,4,5
9,50,No,9,3
6,94,Yes,4,5
9,50,No,6,5
8,52,No,8,8
8,53,No,7,3
1,99,Yes,9,5
9,47,No,8,9
6,64,No,8,0
9,57,No,8,6
3,90,Yes,8,6
3,83,No,8,0
6,83,Yes,4,7
9,57,Yes,5,4
7,49,No,7,8
3,46,No,7,7
3,99,Yes,4,2
2,89,No,9,0
9,83,Yes,4,2
3,53,Yes,8,1
5,54,Yes,5,1
9,55,No,7,3
8,41,Yes,9,1
2,69,Yes,6,7
3,69,No,4,4
2,57,No,6,0
8,70,Yes,7,5
6,83,Yes,4,6
6,87,Yes,7,0
9,52,No,4,2
8,59,Yes,9,8
4,88,Yes,7,6
4,89,No,6,3
9,74,No,5,5
1,62,Yes,9,5
2,81,No,9,2
2,72,Yes,4,1
6,77,Yes,6,4
4,74,No,7,7
3,90,Yes,6,2
3,75,Yes,9,4
3,59,No,4,2
6,94,Yes,6,6
8,42,No,7,5
7,47,Yes,8,5
4,79,No,9,0
4,98,No,5,1
2,71,No,5,5
1,68,No,9,7
9,46,No,8,4
2,41,No,4,1
8,60,Yes,6,4
9,45,Yes,6,8
4,67,No,8,5
8,87,Yes,8,4
9,81,No,7,9
5,75,No,7,5
7,71,Yes,5,8
4,84,No,4,6
1,81,Yes,4,9
3,92,No,8,2
